Molecule,SMILES,Process_Type,Process_Param,Time_min,Temp_K,Alpha,Rate_1_min
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,12.566895065379562,562.2764967733389,0.9881133064652352,0.0066878385676353
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,1.1521074838599996,433.15,0.0470150352141286,0.0359177618865049
C6,OC(=O)CCCCC(=O)O,Iso,170.0,51.74500000000006,443.17,0.9770815333545542,0.0013190684183432
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,48.39,555.3600000000008,0.9848037036068318,0.0045241799747071
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,2.5,34.010000000000005,520.13,0.9832204860921332,0.0045091527602572
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,10.0,1.2899999999999996,451.32,0.0650732509986852,0.0606776984209656
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,63.70500000000008,438.16,0.9584188628505886,0.0024641564257082
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,16.21,516.67,0.8906735600801649,0.0107467541897821
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,1.85,439.11,0.0868176705986976,0.0487056250402057
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,16.41,517.67,0.8928229109181213,0.0106015277818122
C6,OC(=O)CCCCC(=O)O,Iso,170.0,39.95500000000004,443.17,0.956027465781456,0.0023604382222983
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,8.308158047288023,454.9461225806202,0.4560629873082516,0.0703483705975751
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,10.61,544.41,0.9550379027163614,0.0159507264687298
C6,OC(=O)CCCCC(=O)O,Iso,170.0,51.09000000000006,443.17,0.9761720703924333,0.0013884930719403
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,4.58,484.41,0.707106759317751,0.1470165967954972
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,30.160000000000004,509.7900000000005,0.8400857897627704,0.0084121471404749
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,31.077070000000028,443.18,0.8402896564866448,0.0100906266635772
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,39.47373,453.17,0.9463586111928108,0.0041432372201569
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,16.56922,453.19,0.7313219270786712,0.0186445674907053
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,1.5346647224845609,443.16410967739984,0.072870389644671,0.0527802607683085
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,170.0,20.29680000000001,443.1948253293413,0.8264650762337609,0.0188192326620801
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,13.457038351810525,467.7898903225404,0.7967424713521614,0.0489787453030327
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,35.81764000000003,443.18,0.8832636653134932,0.0079986674772259
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,3.390000000000001,452.67,0.2613349211420604,0.0933370124023358
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,4.8733,453.21,0.3471945284437334,0.0542239127684733
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,10.87718852765098,461.3680064515803,0.6383723991165455,0.0702557046985918
C6,OC(=O)CCCCC(=O)O,Iso,165.0,7.165205999999999,438.194794,0.5856977916992951,0.0555560496556412
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,10.0,12.39,562.3199999999999,0.9841997989961064,0.0154834931886702
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,0.8000000000000003,439.5,0.0384600896763644,0.0418216848493773
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,19.864999999999995,438.17,0.6518547245640773,0.0153859523166138
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,53.19973000000005,443.17,0.9743970837306108,0.003032848594519
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,170.0,33.264200000000024,443.174105748503,0.9656624554583736,0.0043502691610026
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,36.86743948351996,433.15,0.907613294956074,0.0074817528529033
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,8.59,478.5,0.5364869670477986,0.0669093193572863
C6,OC(=O)CCCCC(=O)O,Iso,170.0,8.514999999999997,443.21,0.6299849938611249,0.0380447101711633
C6,OC(=O)CCCCC(=O)O,Iso,180.0,8.102659999999997,453.22,0.7504632395048677,0.0380880162895216
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,7.171864857377222,508.38728387047934,0.8885315738844599,0.089364826185563
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,170.0,42.28500000000003,443.16917,0.9889397936045166,0.001231208253114
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,12.61,498.67,0.8434168869267187,0.016991489732493
C6,OC(=O)CCCCC(=O)O,Iso,180.0,14.179654999999988,453.18,0.8997841504779525,0.0126649733159761
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,23.756669261212508,493.4774258063807,0.9800804329302912,0.0012306715599346
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,180.0,17.647799999999982,453.1721282035928,0.9625147428337008,0.0103418835819516
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,3.160379999999999,443.23,0.1725169481583077,0.0486288095453237
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,6.320760000000001,443.22,0.317062211197484,0.0403336376175379
C6,OC(=O)CCCCC(=O)O,Iso,165.0,20.69948400000001,438.17,0.8903158444270425,0.0078367617803821
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,10.970955733209756,546.309322579899,0.9771858899525742,0.0062672859087175
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,35.62,438.17,0.8309994376254124,0.0078732802870171
C6,OC(=O)CCCCC(=O)O,Iso,165.0,22.291752000000013,438.17,0.9023753589141216,0.0070796181539718
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,180.0,7.64738,453.2046945508982,0.6254993218526794,0.059704429243366
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,170.0,14.658800000000006,443.211271497006,0.6875969011581171,0.0303108235407335
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,12.61,564.41,0.9841124447252052,0.011844598862919
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,3.333711993373463,452.18607096769966,0.1889095206616494,0.0783796482216552
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,48.24567,453.17,0.9747609525687628,0.0024859423320941
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,10.0,5.99,498.32,0.5924111177111455,0.1176745482338963
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,6.67988513524068,468.94114193539934,0.512235092392762,0.1054218530646806
C6,OC(=O)CCCCC(=O)O,Iso,170.0,55.02000000000007,443.17,0.9811741166840982,0.001110794457552
C6,OC(=O)CCCCC(=O)O,Iso,170.0,5.895,443.23,0.501068618980492,0.0556091475312073
C6,OC(=O)CCCCC(=O)O,Iso,170.0,16.375,443.18,0.8211086353508253,0.0132601088370292
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,45.80902,453.17,0.9682997564263662,0.0027621581467713
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,8.209999999999999,520.41,0.9125710675931776,0.0202147820593801
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,48.45916000000005,443.17,0.9576741662685792,0.0039378055272498
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,24.58,495.8400000000004,0.7948369209844899,0.0081293858920518
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,9.873744752547491,535.3318903219091,0.969803627652036,0.0075473808505375
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,7.070975154486683,507.38933548338935,0.8784327492707902,0.1000976742356602
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,12.21,560.41,0.979074542008844,0.0131080227416291
C6,OC(=O)CCCCC(=O)O,Iso,170.0,7.859999999999998,443.21,0.6019280614796962,0.0428350112693568
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,12.67318232246,433.15,0.4668233126090703,0.0322929773563982
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,4.08,479.41,0.6153506001263424,0.1934617814276652
C6,OC(=O)CCCCC(=O)O,Iso,180.0,19.85151699999998,453.17,0.9481146953878684,0.0053113735377667
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,2.58,464.41,0.3017150979153505,0.189418825015792
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,17.41,522.67,0.9033373028551512,0.0104563013738423
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,28.22663335457,433.15,0.8185001345790587,0.0135036514906054
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,14.42442974831702,470.1980967741504,0.8417095070110032,0.0414872385387168
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,72.61000000000011,438.16,0.9772744676173514,0.0016828385346297
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,4.19,456.5,0.2230282979175751,0.0677393013722156
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,46.6603530963299,433.15,0.959158633203304,0.0034532388803251
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,10.0,10.99,548.3199999999999,0.9513677554846756,0.0316707815222806
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,13.78,468.8700000000002,0.6638767556822647,0.0223381386251159
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,0.8000000000000003,439.67,0.0521014261233262,0.0691858607569201
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,2.5,14.39,471.13,0.6338567958671018,0.0381228369730853
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,14.390000000000002,507.5,0.8218092458719566,0.0335185044490233
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,7.190000000000001,471.5,0.4382617878195669,0.0721126681431835
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,6.989999999999999,470.67,0.6078306079177438,0.0837956373987037
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,32.760000000000005,516.3000000000006,0.8624225145816456,0.008906979325186
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,36.48,525.6000000000006,0.8960845343028275,0.0091897405736112
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,61.06169664457981,433.15,0.9883607300732062,0.0010948906614001
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,4.1406232995883245,444.5105612903101,0.1873825309701346,0.0578508292611182
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,12.167746095842986,558.2847032249789,0.985261678352644,0.0070496346440166
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,3.719523238383176,454.1193483870496,0.2198981300027272,0.0839122575327154
C6,OC(=O)CCCCC(=O)O,Iso,170.0,36.68000000000004,443.17,0.947614933381838,0.0027422738170822
C6,OC(=O)CCCCC(=O)O,Iso,180.0,8.507792999999996,453.22,0.7658939518082905,0.0366455775280495
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,3.59,453.67,0.2800023236225275,0.0956751575706523
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,28.894320805391335,506.3211935483008,0.9854332681340456,0.0010941442048298
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,5.768234667729298,494.41600645121946,0.6822930989988871,0.166032570365905
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,24.77031090299,433.15,0.7658213855801482,0.0169374826463232
C6,OC(=O)CCCCC(=O)O,Iso,180.0,10.938590999999992,453.2,0.8409259107528302,0.0238276291560272
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,5.79403,443.22,0.2948401567805921,0.0421887008844984
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,10.165999898212748,486.340638709549,0.8347217539324325,0.0683392141465374
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,2.5,11.989999999999998,465.13,0.5345515879869611,0.043164889605009
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,9.4,482.67,0.7567457666502077,0.0399372621917568
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,55.555620000000005,453.17,0.9888275150037724,0.0015191869807238
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,4.390000000000001,457.5,0.2365761581920182,0.0686969729279017
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,5.390000000000001,462.5,0.3069330951497765,0.0723999696098898
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,10.0,10.09,539.3199999999999,0.9169521728971304,0.0436352989862544
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,19.79,534.5,0.9600331737426888,0.0153227448909826
C6,OC(=O)CCCCC(=O)O,Iso,180.0,13.36938899999999,453.18,0.8883722699440553,0.0147346326409604
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,180.0,2.35304,453.2269035928143,0.2037525789403705,0.0937483182075897
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,8.99,480.5,0.5630591604795763,0.0648343643199669
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,21.31398845141,433.15,0.6996857543796099,0.0212254714744219
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,2.5,27.2,503.13,0.931187596058618,0.010664662847615
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,49.70766,453.17,0.9781934630194112,0.0022097265174169
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,2.5,20.8,487.13,0.8272311287857753,0.0219991998303468
C6,OC(=O)CCCCC(=O)O,Iso,170.0,26.200000000000017,443.17,0.906734573234505,0.005276273673373
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,6.91264490316,433.15,0.2633571893319146,0.038047286577878
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,7.535000000000005,438.18,0.3577319918682117,0.0370945694133362
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,15.80190000000001,443.19,0.6092355876647095,0.021646092372007
C6,OC(=O)CCCCC(=O)O,Iso,165.0,29.456958000000032,438.17,0.9460193161054556,0.0049836239526754
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,24.07753576888077,494.2801612902507,0.980475314215814,0.001228407051721
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,35.74,523.7400000000007,0.8892579708628672,0.0091897405736281
C6,OC(=O)CCCCC(=O)O,Iso,180.0,17.420718999999984,453.179281,0.932337782476543,0.0073937762535875
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,4.171081031069165,478.4488322577796,0.4133558937902455,0.174755279216816
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,5.699999999999999,495.41,0.8286797220467464,0.0631711939355674
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,20.86,486.5400000000004,0.7629273141003855,0.0092604308857284
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,15.21,511.67,0.879549217229661,0.0116181126376025
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,7.675437589346274,513.3770258059293,0.9236116989278632,0.0483805190287746
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,30.701790000000003,453.18,0.8982361607572521,0.0068932418710823
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,12.330000000000007,438.18,0.5054314845783385,0.0237220132006543
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,11.91,557.41,0.9749684144030322,0.0137397346809853
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,4.770283240956452,484.4365225803196,0.5146912478442722,0.1693144932771411
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,170.0,16.350200000000008,443.2047306024096,0.7364117026205617,0.0262067368134499
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,6.1,499.41,0.8512318382817434,0.0467466835123199
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,33.62577,453.18,0.9171486202990592,0.0058005321082197
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,9.778448471592306,484.4073612901991,0.8064929680545496,0.0753005586477095
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,79.46000000000014,438.16,0.9869081172143436,0.0012020275247354
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,26.31582,453.18,0.8627668861005537,0.0092532297916832
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,24.39899377823486,495.0828967741207,0.9808701955013368,0.0010931037078274
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,2.81963978812415,449.6083677418997,0.1509576642804559,0.0708315540098534
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,0.3999999999999999,442.41,0.0287488945041061,0.0786670878079585
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,8.975542415582197,526.3503548380992,0.9601274420377716,0.014203020381003
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,16.44,438.17,0.5929824214713465,0.0185112238809262
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,24.3665,453.18,0.8432924371026113,0.0105445387252987
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,24.19425716106,433.15,0.7558351366696239,0.0175353391757982
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,10.0,5.789999999999999,496.32,0.5682568683368194,0.1218269395890407
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,4.07134393882342,477.4508838706896,0.3958137203667554,0.1758841472966486
C6,OC(=O)CCCCC(=O)O,Iso,165.0,7.961339999999997,438.19,0.6287793265465935,0.0491375747929906
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,22.81,549.67,0.9579714775334746,0.0095849429260225
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,24.21,556.67,0.9708675825612127,0.0085683580702317
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,7.775411516054908,514.3749741930193,0.9284484893913716,0.0442204690629354
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,0.098312414463404,437.53294838709,0.0112733371494381,0.0315334519562618
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,57.94030000000006,443.17,0.9868420455628202,0.002215015609078
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,65.07500000000009,438.16,0.9617947571538082,0.0024040550494708
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,40.93572,453.17,0.9521467660703744,0.0038670214054797
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,3.58,474.41,0.5129816803537587,0.2130448515476901
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,1.2908951649392044,449.50832903216985,0.0715759122125068,0.0671738376190078
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,14.298896307483188,506.9622645159486,0.989820603404092,0.0109370181232427
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,2.1900000000000004,446.67,0.1565656859043248,0.0819657846582821
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,27.77781,453.18,0.8757565825118303,0.0084245823476521
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,2.7806157509048424,464.4775548385197,0.206979846532511,0.1210527682731048
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,54.25319000000005,443.17,0.9775083241886632,0.0028293132713298
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,5.6684707199117055,493.4180580641295,0.6657289237203836,0.1660336789076277
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,5.7605374193,433.15,0.2193230346280133,0.0388439256385117
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,76.03500000000012,438.16,0.9825441562857916,0.0014424330296825
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,30.550340000000027,443.18,0.8349120069899205,0.0102094991679309
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,12.67058,453.19,0.6451480657130569,0.0250997034581278
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,12.41,562.41,0.9816645609602022,0.012476310802273
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,41.91038,453.17,0.955848493026956,0.0034526976834639
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,8.06475238702,433.15,0.3064825229696518,0.037240942098561
C6,OC(=O)CCCCC(=O)O,Iso,170.0,13.754999999999995,443.185,0.7781819835387204,0.0184669578568053
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,14.41,507.67,0.8698771384588573,0.0126346974933927
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,32.65111,453.18,0.9112258571685288,0.0060767479228965
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,12.41,497.67,0.8398733625722502,0.0177176217723424
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,16.85536000000001,443.19,0.6319027633648845,0.0205606239727784
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,7.8,474.67,0.6699003746841324,0.0670946004821517
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,5.57,448.4100000000001,0.2767242957654391,0.0564815593717338
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,9.91299982901841,458.9597999999703,0.56964880666405,0.0713708994460862
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,42.13840000000004,443.17,0.9267562142166836,0.0057836518681481
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,12.29,465.1500000000002,0.6239635916616547,0.0300433826445388
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,10.0,4.99,488.32,0.4653479422437551,0.1352694268573861
C6,OC(=O)CCCCC(=O)O,Iso,180.0,16.205319999999986,453.18,0.9220739174485706,0.0090296818692949
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,22.47233436708496,490.26648387090063,0.9780621508042854,0.0017762455304733
C6,OC(=O)CCCCC(=O)O,Iso,165.0,31.845360000000017,438.17,0.956906081962934,0.0039952926340602
C6,OC(=O)CCCCC(=O)O,Iso,165.0,14.728478999999991,438.17,0.8290785695640824,0.0137252413504655
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,14.170066237133804,506.3178387094986,0.9882936939147058,0.011852120279414
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,16.81,519.67,0.897063522030846,0.0104563013738418
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,170.0,40.59360000000003,443.1699113173653,0.9864408348373362,0.0015595304539443
C6,OC(=O)CCCCC(=O)O,Iso,165.0,24.28208700000002,438.17,0.9161576611850692,0.0065573999377312
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,1.901351594480172,438.89141290322,0.0768105004982994,0.0433221763505992
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,2.5,17.003005721793976,476.6199806451105,0.9276838330473156,0.0226452206897381
C6,OC(=O)CCCCC(=O)O,Iso,180.0,4.051330000000002,453.3,0.5015813840799965,0.086935575388468
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,19.41,532.67,0.9238432716605188,0.0101658485579015
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,9.79291361281,433.15,0.3691775920302845,0.0355674332519544
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,16.189999999999998,516.5,0.8778649542647986,0.0287301466705909
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,2.1847791698480794,458.4898645159798,0.1431663387963147,0.0975286404877232
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,6.668048856580236,503.3975419350294,0.8275329951399295,0.1406158023681101
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,3.773828674426023,474.4570387094196,0.3455543554388143,0.1633737847425402
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,3.1900000000000004,451.67,0.2428417903511574,0.0924656539545148
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,13.009999999999998,500.67,0.8500682564117459,0.0156844520607621
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,13.700000000000006,438.17,0.5373460365765796,0.0214922521422701
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,8.376141293399492,520.3626645155592,0.9490608690758324,0.022940004235671
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,38.9864,453.1764,0.9442721832718286,0.0042813451274952
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,1.3902197723793108,450.5062774192599,0.0782479272642602,0.0703074334525507
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,10.0,1.0923837332738486,447.5124322579899,0.0590528393840688,0.061736353708448
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,51.65698,453.17,0.9822990147348925,0.0019335107027395
C6,OC(=O)CCCCC(=O)O,Dyn,5.0,22.41,547.67,0.954079409799878,0.0097301693339907
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,47.236406838259896,433.15,0.9611252277847204,0.0032073459765276
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,2.5,5.19,448.13,0.2189764824454583,0.0462393119415481
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,53.57299799948986,433.15,0.9771891093845424,0.0019554911894139
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,48.964568064049885,433.15,0.966381215881091,0.0027714038402772
C6,OC(=O)CCCCC(=O)O,Iso,170.0,7.204999999999998,443.22,0.5714155791005411,0.0465839425635957
C6,OC(=O)CCCCC(=O)O,Iso,180.0,30.38497499999996,453.17,0.9822474780846658,0.0018484440633972
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,160.0,62.21380412843981,433.15,0.9895558336817608,0.0010036497729506
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,26.80315,453.18,0.8672762625749347,0.0089770139770062
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,52.74500000000005,438.165,0.923507175422172,0.0038464880791536
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,170.0,23.67960000000001,443.1869574850299,0.8826304076561582,0.013727111896694
C10,OC(=O)CCCCCCCCC(=O)O,Iso,170.0,24.75631000000002,443.18,0.7652070627751101,0.013619023472416
C10,OC(=O)CCCCCCCCC(=O)O,Iso,165.0,8.905000000000005,438.18,0.4069171250884114,0.0325088344064703
C6,OC(=O)CCCCC(=O)O,Dyn,2.5,7.790000000000141,453.9900000000001,0.4099861376297977,0.0591938350309336
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Dyn,5.0,13.911996100008691,505.02898709659866,0.984730905106138,0.0141878186421871
C10,OC(=O)CCCCCCCCC(=O)O,Dyn,5.0,17.39,522.5,0.9104257871581352,0.0248994604478459
C6,OC(=O)CCCCC(=O)O,Iso,180.0,35.65170399999995,453.16829600000005,0.989912338663495,0.0010873200372922
C6,OC(=O)CCCCC(=O)O,Dyn,10.0,0.1999999999999997,440.41,0.0138021162349967,0.0730211623499692
C10,OC(=O)CCCCCCCCC(=O)O,Iso,180.0,49.22033,453.17,0.9771165969956784,0.0022097265174169
C14,OC(=O)CCCCCCCCCCCCC(=O)O,Iso,180.0,1.1765199999999996,453.21062373493976,0.0952697513813007,0.0917783065769617
